DY
6216
8
mn1;mn2;mn3;mn4;mv1;mv2;mv3;mv4
4481;53.51;230.09;0.05;4.77;53.3;2887.53;0.27;3.65
4482;64.3;212.18;0.09;3.78;42.5;1646.57;0.5;1.0
4483;62.81;276.91;0.11;3.67;42.5;1641.62;0.5;1.0
4484;63.05;161.78;0.09;3.85;42.5;1627.81;0.5;1.0
4485;57.93;394.13;0.07;4.24;40.02;2833.33;0.36;2.22
4486;62.08;214.65;0.06;4.48;42.5;1972.93;0.5;1.0
4487;63.59;187.03;0.08;4.08;42.5;1473.47;0.5;1.0
4488;52.71;211.31;0.07;4.18;52.07;2292.35;0.26;3.76
4489;53.04;258.31;0.05;4.75;41.41;2071.04;0.26;3.48
4490;54.58;332.68;0.07;4.3;57.24;2503.43;0.35;1.85
4491;54.41;178.19;0.06;4.42;51.42;1660.26;0.28;3.18
4492;47.52;127.09;0.09;4.14;53.35;1829.36;0.32;2.02
4493;52.7;151.96;0.07;4.49;41.13;1097.98;0.3;2.23
4494;55.61;268.81;0.14;3.96;46.22;1147.12;0.26;3.7
4495;49.49;295.24;0.1;3.91;38.36;1919.88;0.27;2.93
4496;47.0;203.93;0.11;3.67;43.74;2078.46;0.28;3.3
4497;58.61;558.42;0.06;4.6;38.77;3338.9;0.27;3.37
4498;54.06;415.31;0.07;4.38;41.31;2435.67;0.26;3.46
4499;50.12;261.23;0.1;4.02;71.55;706.97;0.28;3.31
4500;50.77;221.33;0.07;4.27;75.98;444.83;0.27;3.16
4501;53.77;298.86;0.07;4.05;66.0;241.25;0.27;3.71
4502;54.15;234.75;0.05;4.6;79.5;951.77;0.26;3.98
4503;55.7;243.49;0.04;5.06;78.68;694.9;0.26;4.0
4504;45.9;313.53;0.13;4.03;37.59;2192.74;0.29;2.46
4505;57.33;335.07;0.04;5.09;77.27;745.13;0.26;3.96
4506;55.21;447.34;0.05;5.17;82.79;1257.77;0.26;3.81
4507;48.05;579.0;0.07;4.49;51.72;4010.34;0.26;3.87
4508;51.87;288.27;0.05;4.94;73.38;549.52;0.37;1.82
4509;55.32;221.31;0.08;4.1;42.06;2546.45;0.27;3.12
4510;61.92;90.13;0.02;5.75;105.3;117.4;0.02;5.6
4511;53.99;523.06;0.04;5.15;46.23;5441.88;0.29;2.56
4512;62.31;683.24;0.03;5.44;79.31;1599.64;0.27;3.9
4513;62.83;75.42;0.06;4.41;59.5;1786.98;0.5;1.0
4514;58.76;90.86;0.07;4.46;39.72;1475.79;0.33;2.19
4515;58.19;172.86;0.03;5.42;102.45;305.85;0.19;4.24
4516;60.96;36.13;0.07;4.07;38.15;363.21;0.27;3.14
4517;48.27;195.78;0.14;3.62;121.3;356.88;0.44;1.55
4518;59.47;95.35;0.03;5.4;47.58;1604.03;0.5;1.0
4519;58.37;681.2;0.1;4.54;31.93;2828.98;0.28;2.64
4520;51.55;227.77;0.06;4.6;84.55;969.47;0.27;3.04
4521;51.62;230.79;0.07;4.33;93.09;93.99;0.04;5.02
4522;55.27;415.14;0.06;4.52;60.93;4474.24;0.33;2.43
4523;61.72;250.75;0.03;5.5;39.69;3416.02;0.45;1.31
4524;54.05;429.8;0.04;5.19;47.43;4365.85;0.26;3.56
4525;59.76;399.53;0.08;4.64;39.03;2289.59;0.33;2.47
4526;55.86;248.35;0.04;4.9;36.06;1929.75;0.26;3.92
4527;53.59;249.12;0.05;4.94;35.77;1656.42;0.26;4.0
4528;52.24;217.28;0.05;4.86;51.66;2459.29;0.27;3.41
4529;65.6;81.54;0.05;4.86;50.25;1954.0;0.46;1.31
4530;50.98;114.84;0.05;4.67;77.19;371.39;0.27;3.29
4531;63.45;231.79;0.11;4.2;72.0;533.55;0.5;1.0
4532;51.87;348.57;0.05;4.64;86.12;1287.4;0.34;2.64
4533;52.91;345.43;0.07;4.53;101.85;477.83;0.05;5.55
4534;52.74;230.55;0.07;4.49;100.0;0.12;1.0;0.0
4535;61.64;381.58;0.11;4.01;72.0;700.42;0.5;1.0
4536;53.78;247.02;0.07;4.44;45.95;2095.94;0.47;1.31
4537;47.95;356.46;0.04;4.77;91.08;876.98;0.33;1.96
4538;58.17;51.27;0.05;4.6;26.33;215.58;0.26;3.31
4539;61.15;263.57;0.05;4.75;71.41;603.16;0.49;1.14
4540;58.64;140.64;0.15;3.49;32.0;2020.31;0.5;1.0
4541;52.18;102.94;0.17;3.32;48.39;736.53;0.48;1.17
4542;63.11;248.27;0.07;4.25;58.67;3846.27;0.38;1.49
4543;39.12;82.89;0.11;3.59;35.5;943.05;0.28;2.77
4544;52.65;360.24;0.05;4.97;100.01;1.04;1.0;0.0
4545;67.56;110.23;0.06;4.38;72.0;305.16;0.5;1.0
4546;48.93;281.32;0.06;4.49;54.21;2834.53;0.35;1.9
4547;70.6;40.66;0.06;4.43;32.0;756.58;0.5;1.0
4548;65.21;49.58;0.11;3.5;30.99;401.92;0.26;3.63
4549;56.84;459.7;0.14;3.71;71.48;521.43;0.49;1.12
4550;63.7;288.01;0.08;4.38;69.77;697.36;0.45;1.55
4551;46.43;319.46;0.05;4.72;91.58;894.06;0.34;1.88
4552;53.89;292.57;0.07;4.21;58.12;3090.73;0.42;1.47
4553;54.65;225.99;0.06;4.5;72.0;589.94;0.5;1.0
4554;57.9;361.33;0.1;4.25;43.56;2297.47;0.32;2.03
4555;52.8;195.52;0.07;4.55;52.87;2049.22;0.32;2.03
4556;59.73;45.01;0.1;3.69;50.54;892.58;0.26;3.33
4557;47.58;118.88;0.08;4.09;45.3;1445.84;0.28;2.75
4558;56.85;201.57;0.07;4.49;51.45;2977.31;0.28;3.22
4559;61.68;241.56;0.16;3.8;38.25;1817.25;0.4;1.61
4560;54.32;110.57;0.05;4.9;50.9;1309.21;0.26;3.46
4561;65.25;76.82;0.07;4.17;63.5;2000.0;0.5;1.0
4562;48.28;300.68;0.09;4.09;25.11;2041.58;0.3;2.95
4563;39.66;98.3;0.14;3.56;44.91;1169.3;0.26;3.29
4564;56.63;480.35;0.14;3.43;47.15;2809.53;0.32;2.09
4565;51.66;233.92;0.07;4.34;45.62;1802.63;0.26;3.68
4566;46.12;403.85;0.08;4.22;46.47;3761.12;0.27;3.14
4567;39.55;239.5;0.13;3.63;42.66;2560.67;0.33;2.22
4568;52.68;549.81;0.14;3.66;41.47;2198.18;0.29;2.68
4569;67.67;369.43;0.22;2.97;45.28;1825.08;0.3;2.34
4570;53.52;155.54;0.12;3.67;39.06;790.52;0.26;3.42
4571;62.8;357.13;0.35;2.79;21.69;924.89;0.28;2.95
4572;52.18;266.43;0.07;4.33;52.12;3350.82;0.26;3.36
4573;45.7;168.73;0.1;3.68;49.92;2113.48;0.33;1.97
4574;41.56;165.86;0.2;2.7;42.56;1380.6;0.3;2.17
4575;39.18;70.3;0.22;2.57;45.23;1521.0;0.32;1.97
4576;41.58;152.47;0.17;2.99;44.57;1248.41;0.3;2.14
4577;46.4;119.42;0.08;3.9;39.22;1427.79;0.34;1.92
4578;50.49;328.28;0.08;4.32;43.27;2224.6;0.27;3.34
4579;52.37;242.98;0.09;3.9;77.25;509.02;0.26;3.9
4580;51.29;238.47;0.07;4.42;49.05;2268.36;0.37;1.86
4581;53.94;223.54;0.06;4.79;74.63;469.17;0.22;4.12
4582;47.72;135.46;0.09;3.98;46.93;1960.76;0.37;1.73
4583;51.55;252.71;0.07;4.58;84.54;460.59;0.09;4.0
4584;53.73;331.97;0.06;4.62;71.6;563.54;0.28;2.87
4585;57.87;260.69;0.05;4.71;54.21;2668.8;0.27;3.53
4586;62.83;268.17;0.03;5.25;68.06;212.5;0.27;4.0
4587;52.73;149.34;0.08;4.12;37.34;1269.31;0.36;1.84
4588;50.9;311.14;0.09;4.31;45.5;2170.59;0.31;2.3
4589;52.1;133.7;0.08;3.91;44.71;1117.83;0.32;1.94
4590;53.45;325.11;0.06;4.56;39.68;2329.17;0.28;2.88
4591;50.81;265.71;0.05;4.71;44.06;2282.79;0.3;2.21
4592;43.11;139.62;0.18;2.83;46.36;1303.65;0.3;2.17
4593;52.33;270.34;0.05;4.54;75.4;602.69;0.26;4.07
4594;48.86;324.51;0.09;4.21;51.14;2952.13;0.27;2.91
4595;50.9;311.14;0.09;4.31;45.5;2170.59;0.31;2.3
4596;47.11;202.5;0.1;4.07;45.21;1904.82;0.29;2.71
4597;48.86;324.46;0.09;4.21;51.14;2952.7;0.27;2.91
4598;50.58;247.39;0.09;3.88;76.11;979.51;0.15;3.38
4599;57.03;242.79;0.05;4.97;39.57;1896.05;0.33;1.92
4600;55.18;210.14;0.06;4.55;46.13;1317.44;0.32;1.99
4601;52.0;332.78;0.06;4.61;43.86;2470.85;0.31;2.17
4602;52.53;253.59;0.07;4.36;40.47;1975.19;0.32;2.06
4603;55.31;231.31;0.05;4.6;85.34;1299.39;0.28;3.3
4604;58.29;203.12;0.07;4.41;78.75;582.77;0.26;3.89
4605;43.87;151.7;0.08;3.97;39.71;1860.89;0.34;1.93
4606;50.19;393.76;0.11;4.42;72.25;456.13;0.27;3.99
4607;51.87;314.28;0.09;4.22;90.2;595.46;0.06;5.43
4608;52.69;199.21;0.07;4.32;41.18;1548.58;0.33;1.99
4609;58.29;203.12;0.07;4.41;77.03;517.35;0.26;3.92
4610;47.72;135.46;0.09;3.98;46.93;1960.76;0.37;1.73
4611;51.87;314.28;0.09;4.22;90.2;595.46;0.06;5.43
4612;54.35;313.38;0.09;4.09;38.86;1843.4;0.32;2.09
4613;55.18;210.14;0.06;4.55;46.13;1317.44;0.32;1.99
4614;51.29;144.06;0.07;4.17;40.99;1708.22;0.33;1.99
4615;48.48;149.69;0.08;4.1;49.62;2184.58;0.34;1.85
4616;54.15;253.5;0.12;3.97;74.64;381.79;0.23;2.32
4617;50.11;317.63;0.08;3.93;37.5;2151.57;0.33;2.19
4618;54.52;298.31;0.08;3.9;54.87;2716.44;0.32;2.37
4619;55.21;286.17;0.08;4.05;35.69;1516.46;0.26;3.7
4620;51.99;243.88;0.06;4.52;39.33;1878.7;0.31;2.15
4621;59.88;79.82;0.06;4.4;72.66;171.82;0.26;3.69
4622;53.0;330.63;0.04;5.18;41.81;3105.41;0.31;2.18
4623;53.53;318.07;0.05;4.86;40.52;2103.62;0.3;2.24
4624;50.58;247.39;0.09;3.88;76.11;979.51;0.15;3.38
4625;42.08;166.46;0.18;2.84;44.24;1536.75;0.33;1.94
4626;45.7;168.73;0.1;3.68;49.92;2113.48;0.33;1.97
4627;58.46;102.43;0.04;4.86;42.39;1153.35;0.38;1.49
4628;53.03;209.45;0.07;4.39;39.08;1866.0;0.33;1.93
4629;52.68;216.05;0.08;4.14;40.99;1850.96;0.3;2.26
4630;52.42;259.98;0.11;4.22;48.26;1822.21;0.35;1.68
4631;48.01;181.24;0.07;4.18;48.42;2203.19;0.33;2.06
4632;52.53;253.59;0.07;4.36;40.47;1975.19;0.32;2.06
4633;47.11;202.5;0.1;4.07;45.21;1904.82;0.29;2.71
4634;61.47;383.83;0.05;4.76;41.46;1691.05;0.27;3.04
4635;52.37;242.98;0.09;3.9;82.01;721.16;0.26;3.75
4636;57.82;141.1;0.08;4.14;74.73;469.67;0.27;3.16
4637;56.79;265.73;0.07;4.15;85.14;1332.34;0.28;3.3
4638;52.08;171.71;0.07;4.49;41.07;1285.73;0.31;2.62
4639;53.75;130.35;0.05;4.96;103.98;212.24;0.05;5.04
4640;59.88;79.82;0.06;4.4;82.66;364.86;0.26;3.69
4641;59.21;217.86;0.06;4.65;37.17;2066.66;0.26;3.57
4642;54.11;255.28;0.05;4.77;97.01;481.35;0.07;4.5
4643;51.6;181.35;0.06;4.67;54.61;1838.05;0.29;2.56
4644;50.37;136.78;0.08;4.17;79.32;462.84;0.29;2.88
4645;56.31;290.17;0.06;4.61;57.54;3435.85;0.42;1.42
4646;59.54;146.32;0.08;4.14;54.4;1983.66;0.31;2.26
4647;47.89;625.72;0.1;3.79;54.69;3287.87;0.3;2.5
4648;54.12;351.92;0.06;4.49;49.35;3090.5;0.27;3.19
4649;53.13;288.73;0.06;4.62;45.06;2607.89;0.26;3.63
4650;49.18;263.04;0.06;4.62;44.74;2873.27;0.26;3.4
4651;63.19;994.0;0.12;3.81;38.23;2881.21;0.26;3.8
4652;62.73;220.02;0.05;4.72;66.91;300.67;0.27;3.89
4653;60.79;250.45;0.04;5.02;52.14;1027.51;0.07;5.2
4654;56.9;204.22;0.05;5.0;75.93;479.34;0.26;3.85
4655;53.19;164.27;0.05;4.75;52.42;2420.72;0.33;2.04
4656;58.84;262.48;0.04;5.34;57.18;3269.0;0.27;3.18
4657;54.25;465.21;0.07;4.39;88.73;1102.68;0.06;5.08
4658;58.96;455.26;0.05;4.68;74.96;831.09;0.39;1.6
4659;45.76;233.37;0.07;4.13;94.34;312.31;0.03;5.44
4660;50.39;197.0;0.06;4.29;46.97;2096.39;0.33;2.17
4661;46.96;280.71;0.09;4.04;69.38;333.48;0.37;2.46
4662;51.66;270.38;0.07;4.31;53.64;3264.08;0.29;2.79
4663;57.68;582.21;0.08;4.02;69.51;535.27;0.22;3.94
4664;58.98;376.94;0.06;4.45;49.15;4192.4;0.26;3.44
4665;55.24;403.38;0.06;4.45;108.06;937.24;0.17;3.5
4666;55.24;403.38;0.06;4.45;108.06;937.24;0.17;3.5
4667;64.95;323.25;0.06;4.55;72.96;551.67;0.42;1.45
4668;53.63;248.27;0.09;3.94;82.17;863.42;0.49;1.07
4669;53.71;395.89;0.08;3.94;81.9;1059.82;0.29;2.78
4670;56.31;462.54;0.06;4.32;47.65;3244.04;0.26;3.73
4671;64.95;323.25;0.06;4.55;72.96;551.67;0.42;1.45
4672;58.96;455.26;0.05;4.68;74.96;831.09;0.39;1.6
4673;55.86;459.28;0.06;4.28;78.74;1022.89;0.26;3.69
4674;59.09;428.76;0.06;4.46;41.61;2954.33;0.38;1.69
4675;44.5;243.88;0.12;3.79;50.3;2333.82;0.28;3.0
4676;57.68;582.21;0.08;4.02;69.51;535.27;0.22;3.94
4677;50.74;285.02;0.06;4.5;63.5;4593.06;0.5;1.0
4678;47.88;207.35;0.12;3.94;34.71;1226.34;0.29;2.76
4679;58.98;376.94;0.06;4.45;49.15;4192.4;0.26;3.44
4680;51.26;246.68;0.08;4.0;88.6;1120.96;0.28;2.94
4681;54.13;276.03;0.05;4.86;42.13;2197.0;0.26;3.65
4682;53.71;395.89;0.08;3.94;49.9;2890.94;0.29;2.78
4683;54.13;276.02;0.05;4.86;42.2;2214.14;0.26;3.48
4684;55.24;403.38;0.06;4.45;108.06;937.24;0.17;3.5
4685;55.41;356.6;0.05;4.69;57.74;4623.75;0.4;1.5
4686;50.01;283.79;0.06;4.45;48.95;2545.17;0.32;2.26
4687;48.02;241.39;0.08;3.95;38.22;2011.2;0.26;3.42
4688;52.98;301.66;0.07;4.34;50.0;4260.28;0.5;1.0
4689;55.91;387.99;0.04;5.03;67.53;2228.54;0.19;2.85
4690;50.01;283.79;0.06;4.45;48.95;2545.17;0.32;2.26
4691;49.03;223.53;0.06;4.45;98.5;144.17;0.88;0.43
4692;63.22;284.71;0.05;4.75;50.18;2848.25;0.35;1.71
4693;57.72;584.75;0.08;4.0;35.95;2257.41;0.26;3.76
4694;52.39;295.36;0.07;4.14;51.52;3180.25;0.42;1.38
4695;50.56;209.32;0.1;4.2;42.46;1283.27;0.27;3.1
4696;43.3;166.58;0.14;3.71;37.53;1751.55;0.32;2.17
4697;49.31;232.93;0.1;4.02;47.71;1852.11;0.28;2.78
4698;57.1;326.92;0.06;4.7;47.58;3206.36;0.26;3.91
4699;55.86;459.28;0.06;4.28;78.74;1022.89;0.26;3.69
4700;53.15;335.84;0.08;4.22;61.11;3465.71;0.37;2.04
4701;49.03;223.54;0.06;4.45;98.5;144.19;0.88;0.43
4702;63.22;284.71;0.05;4.75;50.18;2848.25;0.35;1.71
4703;51.39;316.93;0.06;4.59;57.4;2842.26;0.28;2.9
4704;53.07;309.14;0.06;4.48;56.49;3119.7;0.34;1.83
4705;54.98;375.31;0.05;5.0;99.99;1.17;1.0;0.0
4706;51.56;254.47;0.05;4.69;54.61;2839.66;0.26;3.37
4707;51.46;317.46;0.09;4.28;74.25;517.42;0.26;4.07
4708;55.72;302.03;0.05;4.76;76.36;739.61;0.3;2.92
4709;51.39;246.19;0.08;4.15;81.31;1050.33;0.27;3.13
4710;59.11;370.19;0.04;5.07;74.19;622.36;0.26;3.73
4711;58.41;373.13;0.06;4.42;80.29;981.63;0.27;3.56
4712;49.58;248.12;0.08;4.22;90.67;1199.82;0.27;2.99
4713;57.33;267.79;0.1;4.12;64.64;327.25;0.02;6.08
4714;56.99;402.46;0.07;4.61;45.2;2586.52;0.26;3.92
4715;54.76;144.19;0.05;4.8;62.3;174.98;0.02;6.01
4716;57.27;344.61;0.04;4.95;106.9;1190.46;0.24;3.77
4717;56.86;597.78;0.11;4.29;38.67;2663.88;0.27;3.34
4718;57.03;151.81;0.05;4.64;56.97;95.5;0.02;5.85
4719;59.27;175.79;0.04;4.92;36.26;1447.44;0.25;3.96
4720;51.23;164.93;0.05;4.85;39.65;1689.89;0.28;3.19
4721;56.08;226.5;0.07;4.36;54.32;1818.75;0.26;3.64
4722;57.03;151.81;0.05;4.64;56.97;95.5;0.02;5.85
4723;53.62;226.93;0.04;5.16;90.58;664.07;0.05;5.46
4724;55.59;234.38;0.06;4.7;72.88;270.06;0.06;4.78
4725;56.96;122.52;0.05;4.73;36.31;975.04;0.26;3.81
4726;60.16;310.52;0.05;5.02;70.68;231.2;0.02;5.83
4727;53.57;200.05;0.05;4.83;73.45;180.07;0.02;5.7
4728;56.08;226.5;0.07;4.36;67.94;213.96;0.02;6.23
4729;60.16;310.52;0.05;5.02;70.68;231.2;0.02;5.83
4730;56.86;597.78;0.11;4.29;38.67;2663.88;0.27;3.34
4731;54.76;144.19;0.05;4.8;62.3;174.98;0.02;6.01
4732;54.98;360.44;0.05;4.85;50.45;3920.08;0.46;1.22
4733;54.85;389.35;0.07;4.55;39.54;2269.38;0.28;2.87
4734;57.25;449.3;0.05;5.1;76.03;1017.98;0.35;1.81
4735;51.55;239.25;0.08;4.07;39.63;2025.01;0.27;3.06
4736;47.68;330.92;0.18;3.32;41.5;2824.0;0.29;2.69
4737;55.53;390.26;0.08;3.97;82.07;790.05;0.19;3.6
4738;51.34;335.38;0.07;4.17;39.5;2430.3;0.27;3.09
4739;53.68;488.1;0.13;3.77;75.07;734.56;0.11;3.92
4740;52.86;278.51;0.09;4.23;79.61;560.32;0.08;4.11
4741;52.24;321.89;0.06;4.4;39.32;2769.69;0.48;1.19
4742;54.71;537.12;0.15;3.81;43.49;2291.48;0.28;2.96
4743;51.77;260.25;0.08;4.08;72.37;302.48;0.13;3.73
4744;49.06;387.28;0.07;4.27;101.93;464.45;0.13;3.69
4745;57.7;356.21;0.09;4.13;63.5;4770.89;0.5;1.0
4746;56.24;509.89;0.08;4.33;74.93;349.75;0.06;4.6
4747;49.82;408.03;0.07;4.32;61.98;372.25;0.08;4.55
4748;58.87;465.77;0.05;4.58;65.76;388.51;0.05;4.88
4749;51.07;365.76;0.09;4.3;79.33;989.5;0.28;2.95
4750;54.2;285.96;0.08;4.39;71.36;498.9;0.26;3.83
4751;53.95;387.78;0.1;4.09;43.89;2214.19;0.31;2.08
4752;48.86;259.83;0.13;4.16;38.38;1538.63;0.27;3.16
4753;47.56;267.96;0.07;4.33;54.62;3502.38;0.27;3.55
4754;44.52;252.51;0.08;4.21;96.23;207.73;0.02;5.67
4755;55.52;470.6;0.11;4.13;32.92;1750.25;0.27;3.4
4756;59.9;488.68;0.07;4.64;35.85;2678.08;0.26;3.47
4757;58.98;347.74;0.05;4.91;59.29;3556.82;0.27;3.19
4758;57.67;286.73;0.06;4.69;78.05;224.64;0.01;6.55
4759;54.68;186.69;0.04;4.97;46.9;2227.55;0.26;3.61
4760;55.38;357.13;0.08;4.25;35.71;1908.15;0.37;1.64
4761;57.68;243.73;0.12;3.97;33.12;925.67;0.26;3.73
4762;59.27;259.91;0.05;4.79;84.5;1142.11;0.3;2.47
4763;43.77;176.23;0.11;3.89;35.13;1468.46;0.29;2.51
4764;43.94;146.2;0.14;3.28;95.5;2201.21;0.5;1.0
4765;50.09;628.93;0.14;3.28;46.79;3034.53;0.32;2.1
4766;45.94;198.64;0.1;3.84;104.49;326.46;0.04;5.16
4767;44.8;190.03;0.16;3.29;63.5;4388.81;0.5;1.0
4768;40.99;249.13;0.09;4.04;46.83;3137.18;0.27;2.88
4769;43.75;163.46;0.11;3.94;98.54;300.77;0.13;4.17
4770;43.31;157.66;0.1;3.8;53.54;1726.17;0.29;2.53
4771;52.05;300.87;0.08;4.01;87.57;769.45;0.1;3.85
4772;55.66;205.35;0.06;4.48;108.6;798.69;0.39;2.19
4773;53.44;293.59;0.06;4.66;109.57;688.91;0.22;3.48
4774;52.23;343.18;0.09;4.26;76.26;706.82;0.32;2.68
4775;56.89;302.42;0.05;4.69;82.0;945.77;0.28;2.81
4776;52.51;321.03;0.07;4.45;62.01;3834.99;0.39;1.84
4777;54.44;198.57;0.07;4.1;106.47;528.59;0.19;2.76
4778;48.23;210.46;0.07;4.18;84.59;1289.2;0.24;2.84
4779;53.57;321.88;0.07;4.22;35.42;2010.58;0.41;1.76
4780;54.22;381.54;0.06;4.42;81.99;1210.78;0.27;3.05
4781;57.18;325.15;0.08;4.04;40.24;2172.44;0.39;1.55
4782;56.05;317.0;0.05;4.62;81.25;1286.79;0.27;3.16
4783;41.31;169.98;0.09;3.62;50.02;3125.67;0.5;1.01
4784;48.28;225.69;0.07;4.06;99.99;0.59;1.0;0.0
4785;53.91;410.17;0.09;4.31;33.56;1836.65;0.28;2.86
4786;61.72;286.02;0.07;4.34;55.93;3034.15;0.3;2.24
4787;52.73;414.4;0.14;3.52;46.56;2621.08;0.3;2.5
4788;65.24;101.33;0.06;4.7;32.31;1149.36;0.34;1.97
4789;55.37;72.36;0.11;3.61;72.01;369.99;0.5;1.0
4790;53.43;329.66;0.04;4.88;41.6;2598.5;0.26;3.74
4791;56.54;388.09;0.04;5.05;48.38;5115.97;0.42;1.56
4792;58.38;145.02;0.04;4.98;49.98;1830.32;0.5;1.01
4793;60.88;336.82;0.19;3.58;42.75;1840.7;0.26;3.76
4794;60.07;187.39;0.05;4.87;49.97;2015.21;0.28;2.63
4795;57.58;342.87;0.2;3.27;57.55;248.54;0.29;3.01
4796;56.94;604.88;0.1;3.86;70.92;372.55;0.2;3.51
4797;51.81;290.02;0.06;4.56;59.66;3020.79;0.3;2.67
4798;65.14;65.83;0.1;3.69;32.28;421.47;0.5;1.0
4799;59.01;159.92;0.04;5.03;76.7;381.09;0.26;3.72
4800;61.15;403.4;0.06;4.53;64.87;380.0;0.29;2.83
4801;57.33;905.47;0.17;3.4;43.13;2578.43;0.32;2.46
4802;58.58;373.07;0.06;4.5;44.42;2697.74;0.27;3.19
4803;49.31;302.5;0.07;4.28;76.81;772.44;0.06;4.34
4804;49.65;232.89;0.08;4.16;95.68;396.73;0.68;0.72
4805;44.69;183.38;0.07;4.39;76.86;541.72;0.26;3.67
4806;54.34;153.1;0.04;4.92;27.6;838.21;0.26;3.82
4807;66.53;78.18;0.07;4.34;98.45;253.31;0.61;1.03
4808;58.52;144.15;0.07;4.39;100.52;224.6;0.37;1.51
4809;52.06;178.5;0.06;4.72;30.8;1069.93;0.26;3.63
4810;55.38;397.19;0.06;4.6;50.0;2391.13;0.5;1.0
4811;67.17;62.11;0.03;5.39;76.51;115.87;0.43;2.36
4812;58.41;168.34;0.03;5.37;50.0;2607.2;0.5;1.0
4813;63.92;49.43;0.06;4.5;80.4;313.43;0.17;2.67
4814;57.61;121.9;0.08;4.11;74.06;278.31;0.49;1.99
4815;52.69;395.38;0.07;4.42;41.08;2975.23;0.37;1.73
4816;58.82;353.89;0.03;5.31;31.73;2747.91;0.26;3.85
4817;51.86;309.95;0.04;5.08;60.64;4441.8;0.41;1.83
4818;59.3;18.24;0.04;4.75;90.39;5.01;0.42;1.35
4819;60.2;122.34;0.06;4.2;110.94;192.83;0.36;1.63
4820;61.69;75.46;0.05;4.63;94.83;125.23;0.37;2.42
4821;53.44;126.71;0.05;4.7;82.0;764.1;0.5;1.0
4822;60.2;102.25;0.04;4.82;100.58;42.17;0.93;0.29
4823;50.25;231.0;0.08;4.28;76.59;611.56;0.31;2.41
4824;54.72;214.1;0.04;5.24;50.0;2842.53;0.5;1.0
4825;67.44;48.66;0.04;4.99;56.22;332.06;0.24;2.71
4826;52.71;323.23;0.07;4.74;48.43;2570.98;0.28;2.69
4827;61.69;75.46;0.05;4.63;94.83;125.23;0.37;2.42
4828;52.06;178.5;0.06;4.72;30.8;1069.93;0.26;3.63
4829;60.72;54.86;0.06;4.83;100.37;14.86;0.78;0.54
4830;49.39;186.87;0.07;4.86;50.0;1916.38;0.5;1.0
4831;61.34;222.62;0.04;5.1;45.36;1916.82;0.31;2.16
4832;54.36;401.35;0.05;4.74;49.96;3903.78;0.5;1.01
4833;56.77;328.44;0.12;3.45;44.46;2497.03;0.38;1.55
4834;53.26;274.38;0.1;3.8;76.93;627.32;0.37;1.62
4835;53.04;304.61;0.07;4.18;44.94;2178.07;0.33;2.19
4836;53.23;246.93;0.06;4.46;44.47;2632.58;0.26;3.68
4837;54.87;279.05;0.09;4.02;75.56;447.23;0.36;1.65
4838;64.68;275.96;0.08;3.95;26.95;1920.15;0.44;1.35
4839;54.07;312.82;0.07;4.45;38.59;1746.81;0.3;2.77
4840;55.83;180.37;0.07;4.26;48.22;2249.73;0.29;2.68
4841;59.61;159.09;0.05;4.55;59.5;2521.53;0.5;1.0
4842;58.93;296.59;0.05;4.82;87.93;1722.3;0.38;2.1
4843;56.41;284.54;0.05;4.85;41.27;2328.5;0.27;3.66
4844;57.95;215.81;0.04;5.01;37.54;1288.44;0.26;3.92
4845;49.71;307.95;0.12;3.96;39.39;2141.22;0.27;3.28
4846;57.93;215.8;0.04;5.01;37.54;1288.52;0.26;3.92
4847;59.18;239.65;0.04;4.89;56.16;3212.99;0.34;2.15
4848;58.02;373.19;0.05;4.93;53.71;2700.01;0.31;2.45
4849;55.54;221.67;0.07;4.41;79.93;1024.35;0.26;3.78
4850;64.9;318.05;0.06;4.3;40.41;3194.03;0.38;1.5
4851;54.02;101.77;0.09;4.36;38.35;1246.73;0.26;3.62
4852;65.76;137.58;0.06;4.64;39.81;1763.12;0.29;2.63
4853;58.17;336.88;0.06;4.6;32.86;2505.28;0.26;3.37
4854;55.1;191.29;0.06;4.51;58.8;2125.84;0.45;1.26
4855;51.69;212.46;0.08;4.07;59.5;2548.76;0.5;1.0
4856;61.93;315.71;0.04;5.03;36.13;1740.77;0.26;3.33
4857;52.2;232.43;0.05;4.94;33.32;1696.05;0.39;1.59
4858;59.46;300.92;0.06;4.62;53.63;3849.95;0.27;3.29
4859;60.36;94.91;0.06;4.36;43.41;729.21;0.41;1.48
4860;43.33;291.29;0.08;4.1;90.0;1042.26;0.5;1.0
4861;58.23;239.31;0.04;5.21;54.32;2609.23;0.26;3.31
4862;53.83;264.48;0.07;4.16;38.03;2009.04;0.27;3.41
4863;53.55;227.02;0.06;4.64;37.85;1681.58;0.27;3.26
4864;45.2;364.74;0.08;3.94;50.33;3620.23;0.27;2.93
4865;47.48;205.98;0.15;3.38;50.0;2976.58;0.5;1.0
4866;46.39;199.32;0.06;4.3;47.27;3033.31;0.4;1.5
4867;54.54;544.49;0.11;3.83;77.28;921.7;0.29;2.94
4868;47.4;337.28;0.13;3.95;54.86;3294.55;0.34;2.11
4869;67.66;138.42;0.07;4.22;27.91;1138.09;0.26;3.42
4870;47.03;245.27;0.07;4.25;50.12;3268.16;0.39;1.73
4871;58.48;407.53;0.28;2.92;32.52;1371.3;0.3;2.45
