DY
6216
8
mn1;mn2;mn3;mn4;mv1;mv2;mv3;mv4
398;55.62;465.2;0.09;4.22;41.84;2175.8;0.26;3.8
399;61.72;543.18;0.08;3.99;39.33;2317.78;0.26;3.9
400;60.49;168.23;0.04;5.34;80.92;585.52;0.31;2.26
401;58.54;497.9;0.07;4.79;38.31;2237.09;0.26;3.61
402;57.23;464.66;0.08;4.25;44.51;3011.04;0.26;3.46
403;56.58;213.35;0.05;4.92;45.57;2112.29;0.26;3.44
404;58.8;496.84;0.08;4.33;85.34;1307.82;0.24;3.25
405;55.96;327.49;0.06;4.41;51.87;3350.32;0.26;3.49
406;53.25;268.3;0.07;4.18;36.51;2001.15;0.28;3.26
407;54.66;293.99;0.07;4.5;81.52;1037.84;0.26;3.51
408;57.44;292.81;0.06;4.58;63.5;4362.49;0.5;1.0
409;56.59;385.58;0.05;4.84;38.84;2458.56;0.27;3.13
410;59.5;399.19;0.04;4.95;44.07;3836.16;0.26;3.9
411;59.67;150.2;0.12;3.59;52.7;2827.02;0.47;1.22
412;51.1;439.53;0.14;3.66;40.75;2295.28;0.37;1.6
413;64.37;327.14;0.08;4.23;31.96;2230.62;0.29;3.11
414;51.66;665.63;0.11;3.68;54.49;3462.41;0.27;3.06
415;46.68;454.41;0.07;4.52;73.53;857.16;0.26;3.88
416;58.39;231.46;0.05;4.51;32.0;2043.75;0.5;1.0
417;56.26;430.7;0.06;4.3;76.67;766.58;0.31;2.54
418;51.81;260.72;0.08;4.09;36.18;1643.04;0.28;2.87
419;44.54;720.48;0.08;4.24;51.56;5701.24;0.37;2.13
420;62.55;268.02;0.04;5.33;55.69;3963.5;0.46;1.2
421;52.69;303.06;0.07;4.41;83.31;1407.75;0.33;2.55
422;58.43;287.25;0.05;4.9;76.78;813.93;0.27;3.19
423;53.48;311.13;0.09;4.03;57.62;2729.13;0.28;3.02
424;58.44;191.16;0.03;5.44;53.46;2111.79;0.26;3.41
425;58.89;392.91;0.04;5.04;44.74;3077.84;0.26;3.74
426;53.22;235.04;0.05;4.93;42.54;1947.5;0.25;4.06
427;57.97;194.73;0.05;4.68;33.77;1625.5;0.39;1.87
428;52.82;348.89;0.07;4.21;45.89;3087.41;0.26;3.63
429;55.45;377.95;0.11;3.85;49.63;2781.4;0.26;3.62
430;55.95;175.28;0.06;4.66;49.55;1664.79;0.3;2.47
431;54.51;138.26;0.04;4.77;107.77;783.58;0.3;3.66
432;52.28;236.73;0.06;4.29;62.28;4921.6;0.46;1.24
433;56.38;388.65;0.07;4.78;45.69;2366.29;0.26;3.41
434;60.07;113.51;0.09;3.85;39.07;1781.76;0.33;1.85
435;56.57;187.66;0.05;4.87;76.37;498.81;0.31;2.3
436;53.42;262.9;0.05;4.71;51.53;2700.99;0.29;2.77
437;52.78;430.17;0.08;4.36;79.12;902.23;0.26;3.55
438;57.35;194.85;0.05;4.89;37.07;1388.16;0.26;3.52
439;53.35;253.11;0.06;4.78;39.06;1576.68;0.25;3.74
440;54.48;325.96;0.09;4.21;73.57;428.69;0.26;3.81
441;57.33;575.81;0.08;4.28;63.5;5730.35;0.5;1.0
442;59.97;359.54;0.1;4.12;54.67;3160.1;0.3;2.66
443;57.88;304.7;0.04;5.14;55.42;5264.11;0.4;1.8
444;61.13;426.51;0.04;4.97;47.12;3448.34;0.26;3.88
445;36.25;625.25;0.12;3.91;31.64;2194.97;0.28;2.54
446;51.26;249.79;0.06;4.63;47.09;2208.66;0.25;4.12
447;54.1;463.06;0.08;4.24;50.04;2566.76;0.29;2.61
448;49.67;251.49;0.09;4.1;43.82;2002.06;0.36;1.84
449;58.57;449.35;0.07;4.39;72.64;605.22;0.26;4.02
450;56.67;438.03;0.1;3.88;41.3;2624.24;0.27;3.11
451;54.3;470.61;0.06;4.46;55.62;3355.81;0.37;1.87
452;54.59;328.9;0.06;4.33;53.67;3816.53;0.34;1.8
453;55.24;403.38;0.06;4.45;108.06;937.24;0.17;3.5
454;55.14;519.76;0.09;4.45;50.11;3335.56;0.27;3.17
455;55.24;403.38;0.06;4.45;108.06;937.24;0.17;3.5
456;55.11;316.82;0.05;4.74;37.95;1757.58;0.26;3.74
457;53.58;348.31;0.06;4.85;37.05;2077.19;0.26;3.78
458;54.77;234.28;0.06;4.45;59.21;2723.65;0.27;3.12
459;58.14;370.87;0.07;4.35;63.5;3837.33;0.5;1.0
460;59.07;356.69;0.05;4.87;107.82;793.5;0.16;3.87
461;54.5;556.68;0.07;4.41;50.75;3250.09;0.32;2.66
462;56.08;418.79;0.04;5.22;31.87;2416.81;0.27;3.16
463;57.94;196.07;0.06;4.52;71.98;468.09;0.32;3.25
464;57.6;345.95;0.06;4.52;21.17;1845.97;0.27;3.79
465;63.29;138.65;0.11;3.96;70.76;373.63;0.51;0.98
466;52.86;392.88;0.08;4.26;52.41;2884.15;0.28;2.77
467;46.66;236.31;0.06;4.45;49.59;3876.67;0.43;1.45
468;57.25;222.75;0.04;5.03;53.18;3115.97;0.42;1.46
469;58.2;295.51;0.07;4.2;41.77;2479.57;0.27;3.19
470;60.62;373.86;0.1;4.14;33.34;2206.2;0.27;3.4
471;58.15;281.69;0.04;4.94;49.06;2591.74;0.27;3.38
472;55.19;286.73;0.1;3.77;56.66;3765.79;0.38;1.63
473;54.32;394.33;0.04;5.11;52.93;3491.49;0.33;1.98
474;54.57;320.11;0.06;4.31;43.64;2320.87;0.23;3.92
475;60.56;133.38;0.07;4.28;51.15;1727.57;0.27;3.39
476;56.32;333.9;0.06;4.32;19.79;1599.58;0.31;2.3
477;53.98;186.56;0.05;4.66;63.48;3390.64;0.5;1.01
478;52.93;323.58;0.06;4.68;59.22;3428.89;0.27;3.01
479;47.92;366.27;0.2;3.35;42.64;2408.56;0.28;3.02
480;54.82;252.64;0.12;3.22;46.22;1500.17;0.27;3.33
481;53.85;359.39;0.04;5.06;45.57;3113.17;0.26;3.95
482;56.98;291.97;0.05;5.12;45.63;2138.29;0.26;3.58
483;47.98;332.98;0.08;4.07;43.5;2293.5;0.37;1.6
484;62.56;535.97;0.04;5.05;49.63;3816.54;0.27;3.27
485;55.58;584.27;0.15;3.47;42.62;2463.47;0.26;3.66
486;54.45;228.7;0.07;4.37;63.5;3092.6;0.5;1.0
487;57.35;372.75;0.09;4.26;38.06;2409.16;0.26;3.53
488;49.64;240.72;0.06;4.61;76.37;706.66;0.26;3.45
489;57.45;380.8;0.05;4.91;40.69;2751.52;0.27;3.29
490;56.26;177.22;0.04;5.28;60.64;197.71;0.28;3.63
491;63.73;226.28;0.06;5.02;52.84;2602.1;0.27;3.14
492;56.01;388.38;0.07;4.51;34.02;1801.44;0.26;3.66
493;55.22;264.6;0.06;4.58;44.22;2607.55;0.26;3.33
494;49.35;273.09;0.06;4.28;42.35;2607.27;0.32;2.32
495;51.52;311.08;0.06;4.41;59.11;3595.12;0.3;2.75
496;52.98;355.2;0.06;4.49;63.5;4840.89;0.5;1.0
497;53.05;224.63;0.04;4.86;70.58;300.43;0.28;3.32
498;58.04;205.84;0.04;5.11;40.33;1502.11;0.26;3.91
499;55.09;248.16;0.05;4.66;80.34;763.5;0.3;2.53
500;58.23;370.62;0.07;4.39;41.39;2884.35;0.25;4.12
501;54.14;217.09;0.05;5.19;46.58;1931.37;0.25;4.02
502;53.42;387.45;0.07;4.47;47.13;3161.17;0.28;2.83
503;60.79;492.16;0.08;4.17;50.79;3516.83;0.28;2.77
504;56.37;284.34;0.08;4.22;47.81;2741.22;0.36;2.11
505;55.41;308.33;0.05;4.53;84.3;1147.95;0.3;2.55
506;59.41;221.23;0.09;4.38;67.27;155.63;0.26;3.68
507;55.98;505.35;0.04;4.94;39.03;3366.95;0.27;3.3
508;56.03;276.1;0.06;4.44;39.82;2144.34;0.26;3.88
509;52.8;287.95;0.05;4.74;88.02;1439.7;0.28;3.03
510;53.17;250.07;0.08;3.89;79.85;597.67;0.27;3.36
511;50.91;277.65;0.06;4.63;56.25;3542.23;0.3;2.5
512;46.75;220.42;0.09;4.27;53.3;2685.16;0.28;2.78
513;60.92;210.13;0.07;4.17;39.16;2263.02;0.28;2.79
514;59.5;399.19;0.04;4.95;44.07;3836.16;0.26;3.9
515;52.62;215.76;0.06;4.52;43.0;2109.43;0.26;3.66
516;62.3;281.08;0.04;4.92;40.36;3576.56;0.25;3.87
517;56.64;214.43;0.04;5.06;51.98;2369.4;0.31;2.69
518;57.57;250.44;0.05;4.57;69.98;881.76;0.29;2.52
519;48.93;292.46;0.05;4.71;85.01;2097.83;0.28;3.46
520;58.37;271.4;0.04;5.1;51.08;4337.7;0.31;2.53
521;53.51;418.86;0.08;4.29;87.59;1262.94;0.28;2.76
522;49.47;269.47;0.07;4.42;43.02;2276.63;0.32;2.12
523;51.15;340.33;0.11;4.06;109.84;878.45;0.28;2.4
524;56.02;549.83;0.1;3.85;61.14;9280.14;0.38;1.73
525;51.33;241.48;0.08;4.01;58.2;1766.37;0.27;2.98
526;52.72;212.28;0.05;4.69;39.36;1542.71;0.26;3.7
527;53.98;410.74;0.04;5.07;53.16;3541.37;0.33;2.06
528;53.84;244.02;0.07;4.37;48.33;2612.46;0.3;2.59
529;54.51;253.73;0.07;4.66;36.24;1472.82;0.26;3.44
530;57.69;218.14;0.07;4.17;28.68;1343.42;0.26;3.66
531;58.8;566.47;0.1;4.07;38.6;1921.88;0.25;4.07
532;52.06;395.23;0.06;4.81;81.19;1241.68;0.27;3.13
533;52.92;204.58;0.04;5.08;45.32;1965.1;0.28;3.22
534;47.89;143.71;0.09;4.08;83.31;571.56;0.05;4.79
535;47.12;277.84;0.09;3.9;94.14;417.55;0.03;5.54
536;55.09;289.79;0.05;4.85;89.81;901.98;0.32;2.47
537;58.21;276.9;0.06;4.33;52.39;2735.84;0.3;2.61
538;56.98;52.95;0.06;4.33;26.74;637.54;0.3;2.12
539;49.59;171.33;0.06;4.5;45.1;1914.97;0.29;2.54
540;49.95;259.46;0.09;4.15;63.47;3636.07;0.5;1.01
541;62.44;244.25;0.04;5.02;78.91;430.68;0.04;5.46
542;61.22;223.37;0.07;4.49;47.19;2134.85;0.28;2.94
543;54.11;209.02;0.06;4.42;44.7;2537.59;0.27;2.81
544;55.87;263.55;0.07;4.5;36.58;1741.64;0.27;3.39
545;54.41;178.19;0.06;4.42;43.92;1415.23;0.27;3.39
546;61.81;165.99;0.04;5.07;38.7;1563.46;0.25;4.17
547;58.22;394.23;0.05;4.57;55.0;3346.88;0.5;1.0
548;59.54;97.89;0.05;4.84;32.86;915.04;0.26;3.83
549;58.27;341.01;0.11;3.82;55.06;3992.45;0.29;2.67
550;53.63;337.78;0.05;4.71;42.8;2876.25;0.33;2.15
551;57.02;420.93;0.07;4.06;46.27;3527.04;0.26;3.8
552;54.66;411.29;0.05;4.74;48.68;2639.71;0.15;4.34
553;57.7;356.21;0.09;4.13;63.5;4770.89;0.5;1.0
554;54.01;236.29;0.04;5.09;45.03;2443.69;0.26;3.66
555;58.18;591.93;0.05;4.84;77.59;1188.28;0.26;3.85
556;51.97;242.61;0.07;4.21;42.82;2196.44;0.28;3.13
557;57.19;183.82;0.04;5.01;35.22;1462.79;0.25;4.06
558;58.28;413.44;0.08;4.11;69.9;543.91;0.13;4.58
559;52.42;285.35;0.08;4.2;56.86;2884.55;0.36;1.88
560;58.25;198.22;0.04;4.92;43.02;1768.16;0.26;3.73
561;46.96;255.32;0.1;4.01;69.68;416.65;0.32;2.33
562;60.0;454.51;0.1;4.03;38.16;1493.58;0.26;3.81
563;51.19;286.51;0.07;4.3;48.66;2999.5;0.32;2.41
564;57.94;311.67;0.05;4.56;40.88;2658.81;0.27;3.15
565;61.45;136.48;0.04;4.99;37.25;1883.45;0.37;1.53
566;55.88;168.79;0.04;4.91;63.5;3016.7;0.5;1.0
567;49.7;191.32;0.09;4.11;50.51;1719.71;0.28;2.96
568;52.34;246.51;0.09;4.14;79.92;1010.57;0.27;3.67
569;49.76;288.26;0.08;4.45;81.28;965.37;0.27;3.21
570;52.66;268.37;0.06;4.54;36.59;2204.21;0.25;4.1
571;46.08;289.43;0.17;3.21;81.59;557.21;0.13;3.0
572;51.48;291.9;0.12;3.48;63.42;3983.85;0.5;1.03
573;49.17;227.24;0.09;3.94;48.1;2117.7;0.26;3.5
574;53.07;299.89;0.08;4.07;62.95;4478.11;0.49;1.11
575;53.18;333.61;0.09;4.11;34.52;1708.51;0.27;3.27
576;62.33;73.39;0.05;4.74;55.81;146.87;0.02;6.11
577;54.69;244.93;0.07;4.13;83.54;1065.52;0.26;3.43
578;57.34;216.15;0.06;4.51;34.45;1655.96;0.23;3.98
579;58.89;392.91;0.04;5.04;44.74;3077.84;0.26;3.74
580;58.09;430.91;0.06;4.49;44.25;2588.03;0.26;3.79
581;69.61;51.14;0.06;4.46;98.8;49.2;0.94;0.21
582;57.29;353.0;0.07;4.3;43.39;2397.65;0.26;3.97
583;49.49;257.92;0.07;4.19;58.57;2769.88;0.28;2.73
584;58.23;328.86;0.06;4.34;62.34;3735.9;0.44;1.52
585;56.56;149.31;0.05;4.68;63.5;3209.68;0.5;1.0
586;52.12;298.77;0.06;4.4;48.61;2456.09;0.25;3.94
587;62.21;207.72;0.06;4.62;85.7;1069.37;0.29;2.65
588;52.28;236.73;0.06;4.29;62.28;4921.6;0.46;1.24
589;67.51;188.86;0.07;4.15;98.94;71.39;0.96;0.29
590;53.19;234.53;0.06;4.53;42.17;2421.78;0.26;3.73
591;52.24;321.89;0.06;4.4;39.32;2769.69;0.48;1.19
592;51.69;260.2;0.08;4.0;43.24;2021.47;0.4;1.43
593;46.56;292.77;0.09;4.23;63.5;5121.03;0.5;1.0
594;53.74;207.95;0.06;4.64;77.31;466.03;0.26;3.93
595;57.72;509.9;0.05;4.68;33.02;2813.7;0.26;3.56
596;55.45;400.5;0.08;4.2;84.18;1155.34;0.42;1.78
597;49.32;338.05;0.1;3.93;32.94;2323.67;0.3;2.31
598;59.03;79.5;0.08;4.09;93.82;869.98;0.49;1.06
599;58.25;420.43;0.06;4.81;54.55;4104.15;0.43;1.41
600;55.33;368.16;0.09;3.92;48.38;2483.88;0.27;3.3
601;59.62;373.67;0.07;4.25;38.2;2400.85;0.26;3.63
602;58.43;590.22;0.04;5.21;52.45;5519.85;0.27;3.7
603;62.27;384.52;0.06;4.31;36.28;2334.44;0.26;3.35
604;60.4;265.92;0.05;4.56;52.39;2667.6;0.26;3.32
605;54.04;283.18;0.09;4.35;41.36;2668.09;0.26;3.77
606;69.61;51.14;0.06;4.46;98.8;49.2;0.94;0.21
607;58.75;145.33;0.09;3.85;55.0;2900.96;0.5;1.0
608;54.97;231.32;0.06;4.6;39.95;2419.89;0.26;3.92
609;56.06;329.06;0.05;4.78;70.38;601.34;0.27;3.48
610;44.88;231.44;0.15;3.88;75.88;772.69;0.32;3.02
611;55.68;305.85;0.06;4.55;49.22;2387.04;0.27;3.26
612;53.4;354.1;0.08;4.21;41.93;2984.57;0.26;3.85
613;57.21;451.33;0.07;4.47;40.17;2729.09;0.26;3.3
614;54.0;257.28;0.06;4.45;50.76;2224.53;0.26;3.85
615;55.61;360.47;0.07;4.2;51.98;3662.12;0.32;2.08
616;56.5;348.47;0.04;5.15;43.8;3045.32;0.26;3.78
617;53.12;389.48;0.08;4.17;61.6;3621.27;0.43;1.41
618;56.91;350.62;0.07;4.27;45.87;3394.89;0.32;2.17
619;45.97;160.07;0.11;3.85;52.61;2243.11;0.29;3.13
620;48.21;221.57;0.12;3.84;40.08;1358.83;0.27;3.11
621;56.48;291.58;0.09;3.94;63.5;2784.56;0.5;1.0
622;55.71;601.77;0.07;4.55;56.96;5013.52;0.3;2.82
623;49.99;350.02;0.08;3.98;51.24;2889.47;0.27;3.01
624;57.25;253.67;0.06;4.49;51.55;2914.18;0.38;1.6
625;55.11;390.55;0.06;4.61;50.4;3213.35;0.27;3.4
626;60.21;201.85;0.07;4.2;50.26;2303.62;0.33;1.9
627;67.35;124.26;0.09;3.88;64.0;0.09;1.0;0.0
628;50.72;344.03;0.08;4.4;37.3;1956.0;0.27;3.22
629;50.71;319.55;0.06;4.52;63.5;3773.23;0.5;1.0
630;53.19;274.22;0.1;4.15;79.31;1046.56;0.27;3.29
631;56.03;276.1;0.06;4.44;39.82;2144.34;0.26;3.88
632;57.92;373.21;0.07;4.38;40.65;3137.37;0.26;3.83
633;53.45;369.94;0.1;3.87;100.01;0.87;1.0;0.0
634;55.48;274.42;0.06;4.68;46.08;1906.29;0.26;3.54
635;54.62;447.08;0.06;4.71;93.09;720.35;0.13;3.53
636;49.14;222.35;0.13;3.66;79.38;616.7;0.06;4.82
637;52.44;305.16;0.06;4.27;58.63;4980.61;0.37;1.9
638;51.76;184.21;0.08;4.0;62.58;48.19;0.27;3.49
639;59.88;528.77;0.06;4.61;47.34;3111.91;0.28;3.4
640;53.85;481.74;0.06;4.55;35.55;3045.74;0.25;3.8
641;58.18;702.53;0.04;5.11;53.01;5977.89;0.27;3.06
642;54.26;439.67;0.05;4.85;68.27;393.21;0.11;3.4
643;58.54;308.61;0.05;4.65;78.76;1197.72;0.29;3.13
644;57.34;216.15;0.06;4.51;34.45;1655.96;0.23;3.98
645;56.0;381.56;0.09;4.03;40.31;1819.35;0.28;2.92
646;52.1;139.73;0.09;3.99;91.49;757.1;0.37;1.86
647;56.3;276.19;0.08;4.02;49.51;2885.87;0.27;3.23
648;57.1;385.13;0.05;4.77;46.62;3039.9;0.27;3.3
649;61.93;153.18;0.05;4.63;39.85;1284.6;0.33;2.0
650;59.26;407.59;0.09;4.06;42.8;3115.85;0.25;4.16
651;57.21;257.63;0.04;4.87;45.07;3144.83;0.26;3.49
652;53.51;281.09;0.05;4.72;43.43;3100.15;0.26;3.49
653;47.71;459.93;0.09;4.01;44.14;3473.27;0.26;3.6
654;55.25;209.24;0.05;4.84;41.6;1765.64;0.25;4.13
655;49.76;199.58;0.12;3.9;46.1;1454.8;0.33;1.89
656;55.14;158.89;0.06;4.17;57.43;2246.55;0.38;1.5
657;53.31;334.16;0.07;4.25;38.5;1919.35;0.26;3.6
658;51.77;438.2;0.11;4.0;49.32;2780.8;0.28;3.06
659;56.9;227.79;0.05;4.88;54.77;2218.85;0.33;1.99
660;53.28;203.08;0.07;4.16;34.3;1431.22;0.27;3.38
661;56.26;497.32;0.13;3.63;50.63;2613.55;0.26;3.4
662;50.02;307.21;0.08;4.06;50.15;1915.34;0.31;2.04
663;52.7;226.22;0.09;4.03;112.84;509.97;0.32;2.54
664;56.77;296.49;0.06;4.2;40.1;1701.47;0.27;2.94
665;64.58;210.88;0.03;5.18;42.74;2281.55;0.26;3.95
666;58.1;577.94;0.1;4.17;67.14;268.8;0.26;4.05
667;55.61;245.7;0.06;4.36;81.69;611.56;0.09;4.22
668;55.14;519.76;0.09;4.45;50.11;3335.56;0.27;3.17
669;50.94;354.76;0.07;4.24;57.54;3645.29;0.34;2.17
670;55.34;265.88;0.08;4.4;38.92;2760.87;0.3;2.94
671;60.29;514.53;0.08;4.1;34.4;2119.25;0.26;3.31
672;55.38;205.88;0.05;4.94;48.69;1792.63;0.26;3.59
673;55.2;334.82;0.07;4.25;70.78;473.28;0.3;3.49
674;55.91;332.26;0.05;4.7;38.23;2036.53;0.26;3.94
675;59.74;533.24;0.1;3.84;29.31;2105.07;0.26;3.79
676;51.08;209.59;0.07;4.49;76.74;531.92;0.38;1.73
677;57.32;435.04;0.08;4.56;41.5;2152.2;0.26;3.36
678;58.76;318.83;0.07;4.5;55.0;5126.51;0.5;1.0
679;56.58;213.35;0.05;4.92;45.57;2112.29;0.26;3.44
680;53.36;366.81;0.06;4.49;53.61;3058.68;0.31;2.09
681;59.19;61.97;0.05;4.84;35.6;792.96;0.26;3.94
682;59.97;299.53;0.06;4.53;32.06;2109.18;0.26;3.81
683;53.23;270.1;0.06;4.43;51.55;2710.26;0.42;1.44
684;52.31;192.02;0.09;4.23;50.0;3375.28;0.5;1.0
685;51.34;246.74;0.06;4.63;87.0;1352.51;0.5;1.0
686;52.06;218.4;0.09;3.85;78.62;908.84;0.18;3.43
687;57.94;302.49;0.06;4.5;97.29;257.57;0.02;5.94
688;57.18;320.21;0.06;4.56;39.7;2848.28;0.28;2.79
689;55.6;377.87;0.06;4.56;40.31;2901.67;0.26;3.8
690;56.08;145.88;0.05;4.63;47.27;1592.8;0.26;3.4
691;54.66;568.61;0.07;4.52;38.14;3057.75;0.35;1.8
692;59.8;314.68;0.07;4.49;47.51;3193.83;0.26;3.61
693;56.93;215.66;0.06;4.52;46.59;1425.23;0.26;3.87
694;61.7;344.52;0.05;4.62;41.96;2753.86;0.26;3.43
695;60.13;415.44;0.12;3.52;63.28;5104.2;0.49;1.06
696;51.84;388.31;0.08;4.2;46.72;3058.58;0.35;1.82
697;51.69;192.52;0.08;4.31;43.08;1407.71;0.26;3.84
698;59.71;242.12;0.04;5.27;44.21;1671.94;0.26;3.78
699;61.17;303.56;0.04;4.8;75.52;390.11;0.02;6.11
700;62.21;207.72;0.06;4.62;85.7;1069.37;0.29;2.65
701;59.15;775.54;0.12;3.78;87.69;346.87;0.06;4.71
702;52.7;254.46;0.06;4.6;43.98;2075.36;0.27;2.99
703;54.34;405.77;0.07;4.27;49.64;3316.64;0.26;3.31
704;57.02;311.65;0.04;5.19;46.33;3157.98;0.27;3.21
705;56.48;157.29;0.05;4.85;71.45;298.17;0.29;3.89
706;60.42;337.83;0.06;4.45;45.68;3054.7;0.26;3.69
707;53.43;445.09;0.09;3.89;77.74;766.89;0.26;3.59
708;65.9;881.09;0.08;4.08;60.27;5054.99;0.41;1.58
709;59.45;267.6;0.07;4.32;31.36;1635.41;0.44;1.38
710;56.56;397.1;0.07;4.33;50.71;3336.1;0.27;3.3
711;56.48;157.29;0.05;4.85;39.45;1418.24;0.26;4.06
712;44.35;223.33;0.08;3.95;103.18;1562.79;0.49;1.06
713;57.25;222.75;0.04;5.03;53.18;3115.97;0.42;1.46
714;54.46;645.22;0.12;3.76;63.5;6840.77;0.5;1.0
715;52.67;410.26;0.13;3.95;45.4;2164.37;0.3;2.46
716;55.2;371.02;0.07;4.24;79.18;894.64;0.26;3.47
717;56.31;120.34;0.06;4.46;41.08;1667.43;0.25;4.06
718;52.51;185.11;0.06;4.37;71.61;217.54;0.02;5.88
719;55.21;372.63;0.04;4.99;42.38;2996.65;0.26;3.71
720;60.38;293.02;0.04;5.11;47.39;2944.24;0.28;3.43
721;55.09;318.47;0.06;4.3;49.44;3092.48;0.48;1.11
722;58.93;215.41;0.04;5.06;60.94;3077.06;0.38;1.6
723;51.84;271.22;0.05;4.77;45.99;2900.22;0.28;3.12
724;53.9;323.1;0.06;4.78;82.77;1332.64;0.33;2.69
725;50.21;370.75;0.06;4.51;37.18;2146.9;0.26;3.43
726;52.41;257.45;0.07;4.35;47.93;2231.45;0.42;1.47
727;59.92;450.65;0.06;4.4;43.38;3211.01;0.27;3.36
728;53.44;408.01;0.07;4.56;75.69;993.69;0.28;3.29
729;48.65;292.55;0.08;4.29;79.0;927.35;0.31;3.24
730;53.06;224.79;0.06;4.98;89.84;12.72;0.86;0.74
731;52.46;311.26;0.06;4.5;43.06;2760.02;0.26;3.45
732;57.18;320.21;0.06;4.56;39.7;2848.28;0.28;2.79
733;59.23;512.3;0.08;4.26;38.19;1874.38;0.26;3.67
734;53.68;241.88;0.08;4.26;80.29;732.79;0.29;2.4
735;54.32;377.92;0.07;4.47;79.75;944.91;0.29;3.29
736;55.98;290.12;0.07;4.41;36.68;1717.19;0.27;3.33
737;57.01;321.69;0.08;4.11;79.7;1170.3;0.26;4.07
738;58.23;180.93;0.08;4.07;43.2;1799.42;0.4;1.42
739;56.42;337.77;0.06;4.36;57.35;3819.07;0.35;1.73
740;61.02;235.39;0.06;4.44;55.11;2193.68;0.32;2.07
741;38.37;241.21;0.17;2.92;52.37;2091.28;0.37;1.6
742;54.33;464.73;0.09;4.11;33.66;1742.1;0.29;3.21
743;49.33;322.88;0.09;4.3;110.43;716.95;0.24;2.59
744;61.21;380.15;0.06;4.47;44.33;2865.79;0.27;3.36
745;57.08;133.97;0.09;3.95;64.0;0.04;1.0;0.0
746;55.42;280.38;0.07;4.21;41.58;2122.91;0.26;3.77
747;55.64;161.54;0.03;5.12;55.0;3348.68;0.5;1.0
748;58.23;171.64;0.04;4.81;83.89;197.29;0.02;6.3
749;60.79;349.22;0.19;3.59;43.5;1859.62;0.26;3.7
750;58.06;253.66;0.04;4.89;38.28;1854.01;0.26;3.89
751;63.27;233.73;0.04;4.98;36.51;1768.93;0.27;3.36
752;55.05;299.26;0.06;4.42;46.37;2732.19;0.25;4.11
753;64.46;432.61;0.09;3.89;54.33;5128.96;0.47;1.2
754;56.72;379.51;0.05;4.72;39.37;2469.55;0.26;3.34
755;52.01;377.8;0.07;4.5;40.19;2872.56;0.28;3.23
756;49.98;357.16;0.07;4.19;116.76;478.29;0.19;3.37
757;51.8;274.14;0.08;4.19;49.02;3053.13;0.27;3.13
758;58.32;710.41;0.05;4.73;62.2;7081.22;0.47;1.26
759;61.93;429.04;0.04;5.07;70.4;635.58;0.26;3.72
760;57.07;357.64;0.06;4.54;82.33;976.42;0.26;3.36
761;59.31;235.32;0.07;4.65;46.61;1883.17;0.26;3.69
762;58.95;212.24;0.05;4.78;79.16;556.28;0.26;3.83
763;56.76;280.38;0.06;4.48;38.92;2401.2;0.25;4.11
764;59.27;259.91;0.05;4.79;84.5;1142.11;0.3;2.47
765;55.31;468.14;0.05;4.67;38.59;3483.79;0.26;3.93
766;54.92;408.42;0.09;4.52;75.88;561.65;0.09;3.99
767;53.52;209.29;0.08;4.43;57.71;2033.85;0.32;2.08
768;49.81;281.4;0.08;4.39;36.31;1497.1;0.26;3.38
769;57.08;197.6;0.05;4.76;40.96;2060.21;0.26;3.36
770;61.63;409.87;0.06;4.71;44.87;2033.92;0.26;3.42
771;55.34;304.4;0.07;4.69;63.5;3779.17;0.5;1.0
772;54.23;275.54;0.06;4.51;85.08;1193.41;0.27;3.4
773;54.96;461.81;0.09;4.14;47.24;3337.88;0.32;1.95
774;55.46;285.07;0.05;4.73;39.61;2693.12;0.25;4.01
775;52.17;226.92;0.06;4.47;63.5;3610.01;0.5;1.0
776;58.19;391.92;0.06;4.2;45.15;3544.88;0.24;3.95
777;62.42;352.38;0.06;4.53;48.05;3510.66;0.29;3.33
778;54.13;322.82;0.07;4.3;80.19;1028.62;0.34;1.81
779;58.76;546.56;0.19;3.49;92.51;1053.8;0.09;4.11
780;51.22;234.92;0.11;4.14;42.97;1441.51;0.27;3.19
781;58.39;231.46;0.05;4.51;32.17;1898.21;0.43;1.33
782;55.1;320.95;0.06;4.3;41.31;1982.97;0.26;3.82
783;55.42;228.89;0.04;5.2;80.07;761.02;0.27;3.38
784;52.26;425.16;0.11;3.59;39.79;3694.63;0.28;3.01
785;58.25;420.43;0.06;4.81;54.55;4104.15;0.43;1.41
786;55.72;438.82;0.08;4.16;52.21;2855.08;0.27;2.96
787;51.66;281.67;0.08;4.21;51.01;2775.73;0.27;3.04
788;61.94;343.05;0.06;4.48;47.33;3466.28;0.29;3.37
789;60.44;459.94;0.07;4.59;71.02;623.25;0.3;3.18
790;58.35;417.04;0.06;4.59;86.15;643.51;0.05;4.9
791;59.09;481.08;0.06;4.5;89.31;2709.49;0.31;2.61
792;52.52;345.15;0.07;4.36;42.5;2248.33;0.27;3.46
793;59.21;560.34;0.08;4.07;79.6;1082.24;0.27;3.41
794;60.98;210.32;0.05;4.65;23.71;830.21;0.36;1.77
795;56.98;322.72;0.08;4.1;47.71;3480.6;0.25;4.1
796;51.43;272.9;0.05;4.63;62.65;4531.39;0.47;1.17
797;55.45;377.95;0.11;3.85;49.63;2781.4;0.26;3.62
798;57.12;83.53;0.06;4.49;90.33;52.09;0.03;5.65
