DY
6216
12
c;cs;d;ds;e;f;fs;g;gs;a;as;b
4462;800;3011;755;665;1537;195;1139;744;473;415;363;3507
4463;1444;70;785;217;462;212;276;1153;4;281;302;308
4464;1912;284;478;154;451;696;111;241;61;395;258;85
4465;592;206;400;207;123;551;215;92;1;94;149;8
4466;469;137;244;130;318;24;420;108;133;62;53;403
4467;4294;334;1327;159;1740;231;173;304;203;430;480;139
4468;424;1078;695;255;1968;20;774;372;168;348;198;1278
4469;4338;329;1311;157;1862;243;172;309;203;426;477;140
4470;487;69;259;124;233;31;434;106;136;61;68;371
4471;668;179;379;32;210;79;147;135;92;73;161;141
4472;191;1;371;0;7;9;5;79;3;18;1;1
4473;223;1015;10;257;939;191;466;85;631;72;113;630
4474;312;45;337;0;76;31;182;33;18;49;0;88
4475;903;303;1254;132;1290;49;764;169;111;1984;18;280
4476;430;52;122;0;30;75;126;72;80;241;12;36
4477;753;333;1343;16;167;546;54;486;163;711;87;51
4478;891;2;1054;37;557;72;417;383;25;473;32;338
4479;790;0;548;0;510;11;1058;299;0;308;124;186
4480;481;0;360;0;64;55;20;607;0;78;0;76
4481;1816;85;1244;339;730;262;998;797;154;1134;203;380
4482;134;72;69;44;283;0;45;0;51;176;0;408
4483;48;44;47;223;85;1;6;0;1;367;0;390
4484;37;143;320;0;169;0;102;126;25;407;0;5
4485;347;37;272;210;827;44;80;145;618;346;0;667
4486;180;11;727;10;235;37;45;240;2;245;5;114
4487;72;21;459;2;20;26;5;160;0;26;0;3
4488;162;303;758;56;637;3;810;186;268;812;0;1135
4489;842;94;1191;70;229;137;568;1144;50;173;189;224
4490;1164;36;545;0;253;31;14;332;0;99;0;207
4491;45;97;530;49;260;0;402;272;28;292;15;232
4492;19;93;13;7;248;12;30;2;458;101;6;160
4493;260;50;284;0;36;23;219;156;0;98;0;65
4494;294;53;289;63;12;84;656;56;0;13;49;2
4495;510;61;141;53;1440;0;67;7;122;326;0;524
4496;1089;25;585;35;312;205;122;512;23;54;11;98
4497;2072;326;2071;675;607;55;72;1578;276;300;842;87
4498;284;250;470;492;1208;8;1623;19;548;670;33;778
4499;736;157;123;220;992;1;1058;0;572;459;4;607
4500;54;156;160;85;407;4;383;13;168;156;2;374
4501;81;131;1446;82;379;22;339;245;1;966;17;506
4502;711;426;1372;42;1077;453;1370;623;101;612;158;2196
4503;1449;86;527;80;402;553;236;663;53;419;36;265
4504;243;302;178;162;114;82;1837;4;219;34;18;1197
4505;2439;367;515;387;435;798;527;934;359;440;174;428
4506;1401;490;811;1375;937;250;409;166;411;202;113;166
4507;4478;93;1155;138;1422;232;63;328;134;302;445;183
4508;127;72;1036;38;96;71;236;213;11;194;22;246
4509;792;121;2277;615;499;71;250;837;91;826;54;425
4510;372;196;210;105;285;170;112;249;130;200;69;157
4511;1921;1188;2069;3664;668;1096;252;557;1662;483;837;367
4512;1808;3733;1144;2124;2416;264;490;283;739;326;297;500
4513;33;11;274;0;57;1;74;124;2;149;0;54
4514;397;77;128;23;237;64;15;35;6;127;59;70
4515;315;74;242;67;201;259;154;202;32;64;50;231
4516;52;54;8;40;0;40;16;33;42;3;34;0
4517;829;10;329;86;380;60;117;142;23;140;675;91
4518;139;220;46;101;60;86;150;50;156;53;80;73
4519;709;337;576;832;51;437;2020;139;239;89;474;79
4520;350;24;654;402;46;142;9;117;83;55;7;31
4521;836;2;199;223;233;121;1;113;37;100;0;40
4522;1721;154;2738;1;824;55;1185;307;21;233;36;86
4523;684;569;806;316;453;468;373;221;129;574;210;117
4524;686;1825;2203;2901;402;2277;2235;780;1779;478;1820;2792
4525;104;96;1300;30;195;34;61;48;8;293;0;114
4526;373;909;170;1350;470;146;1810;22;725;97;787;1589
4527;435;789;97;716;107;468;725;97;527;43;611;428
4528;269;119;534;138;337;271;65;345;17;712;221;250
4529;363;88;210;19;245;44;9;100;9;127;12;181
4530;561;127;289;9;158;222;103;262;24;292;62;130
4531;261;127;1032;38;417;375;170;68;24;1054;2;154
4532;1026;103;1064;125;183;635;364;289;2;110;602;248
4533;2699;184;886;210;196;715;341;674;55;247;242;108
4534;117;13;397;0;45;182;11;84;29;127;0;15
4535;83;600;2611;12;356;291;476;42;101;1065;113;247
4536;247;14;275;8;166;0;9;43;0;178;2;27
4537;1500;259;506;35;39;365;206;305;0;95;331;6
4538;10;31;9;23;43;0;37;0;19;0;2;18
4539;97;507;531;677;131;448;362;12;252;164;183;294
4540;324;19;1088;0;187;97;3;69;0;1108;0;21
4541;27;0;110;0;0;9;1;6;0;3;15;0
4542;166;25;577;0;407;18;100;55;13;524;0;72
4543;501;147;47;142;459;10;144;34;187;145;111;132
4544;665;44;917;50;653;116;85;424;202;170;81;249
4545;100;80;268;46;473;38;114;117;68;369;4;145
4546;626;0;340;194;10;237;34;90;280;121;97;44
4547;166;13;122;4;25;26;28;49;0;42;17;60
4548;19;51;70;0;102;8;61;23;25;223;0;20
4549;242;29;1534;9;86;167;5;240;0;643;3;7
4550;477;184;1820;11;148;311;57;677;28;1037;14;71
4551;1500;257;504;35;40;372;208;306;0;98;331;6
4552;168;34;188;747;6;270;0;102;20;3;106;141
4553;603;132;663;65;761;73;91;400;41;553;25;477
4554;635;16;133;246;111;291;33;358;21;144;151;106
4555;273;11;281;26;18;67;314;94;47;67;0;33
4556;73;32;69;0;48;34;0;18;0;25;11;0
4557;29;148;208;170;138;0;31;33;19;28;26;151
4558;1351;559;251;292;182;607;1391;382;314;43;406;645
4559;145;148;25;748;167;0;605;6;10;16;188;119
4560;194;16;96;6;90;12;12;242;0;13;0;4
4561;32;18;184;0;214;20;156;90;0;416;0;70
4562;1551;54;984;346;689;117;1184;224;590;348;24;241
4563;259;36;105;0;158;40;0;68;547;102;0;24
4564;150;322;2367;376;450;0;39;2;9;324;6;132
4565;1423;211;130;137;118;114;238;342;108;8;26;30
4566;474;81;1799;77;60;22;840;105;0;478;257;725
4567;330;398;925;194;559;0;229;207;176;9;8;1000
4568;717;102;2235;24;396;29;456;369;100;1032;4;367
4569;15;116;17;1647;86;0;374;5;60;2;80;214
4570;41;115;235;1;132;3;3;21;179;9;70;70
4571;90;269;81;740;205;8;411;11;84;4;2854;333
4572;138;2124;442;348;1;79;421;2;748;6;157;9
4573;936;33;359;427;91;357;0;229;194;23;7;7
4574;83;64;45;0;134;70;74;5;258;511;0;37
4575;828;815;39;0;358;84;0;100;0;261;0;50
4576;355;294;24;350;284;65;69;1;76;133;0;50
4577;180;180;442;328;207;54;174;9;34;468;0;80
4578;865;299;697;131;125;1233;1063;160;11;445;523;622
4579;73;91;1288;0;192;0;1072;389;0;662;0;516
4580;787;76;256;19;140;190;139;430;27;133;24;88
4581;432;108;216;1009;383;133;523;283;394;53;880;169
4582;661;4;215;615;158;291;1;327;55;119;2;100
4583;568;165;710;144;280;52;731;151;35;273;69;180
4584;432;112;820;1067;123;410;529;140;61;185;160;453
4585;102;245;520;871;155;581;271;374;23;259;1156;198
4586;966;207;443;82;198;375;253;356;60;310;89;84
4587;380;14;150;278;37;255;3;99;79;63;256;27
4588;1053;41;736;8;100;41;744;482;3;52;130;158
4589;184;44;205;107;75;30;31;62;3;202;0;43
4590;416;110;768;1062;117;393;496;134;59;172;152;423
4591;873;249;785;178;1321;22;448;324;66;234;54;333
4592;354;294;24;350;284;65;69;1;76;133;0;50
4593;1538;21;1391;362;469;41;593;1198;36;252;60;880
4594;1897;26;824;19;120;711;311;535;40;206;66;89
4595;1053;41;736;8;100;41;744;482;3;52;130;158
4596;222;0;197;0;63;1;801;1;0;275;97;23
4597;1898;26;824;19;120;711;310;535;40;206;66;89
4598;1684;38;450;79;16;279;173;260;26;23;122;443
4599;567;270;412;150;40;243;290;253;103;54;106;32
4600;136;210;238;132;278;2;13;69;53;119;0;146
4601;1380;216;1234;26;625;60;338;208;76;1127;2;131
4602;193;49;1218;0;24;37;134;358;8;168;9;54
4603;733;441;712;1226;73;1141;306;589;892;101;708;199
4604;1470;23;217;459;464;256;11;437;82;222;61;110
4605;767;44;565;440;124;804;0;124;85;220;228;7
4606;180;312;2780;22;431;105;431;76;226;1132;32;224
4607;22;181;369;191;648;4;501;13;190;17;89;1051
4608;542;42;495;2;179;35;362;382;0;171;3;213
4609;1470;23;217;459;464;256;11;437;82;222;61;110
4610;661;4;215;615;158;291;1;327;55;119;2;100
4611;22;181;369;191;648;4;501;13;190;17;89;1051
4612;428;108;451;230;716;15;808;6;163;83;0;535
4613;136;210;238;132;278;2;13;69;53;119;0;146
4614;197;72;902;408;79;35;126;282;12;281;0;165
4615;658;44;82;825;184;243;7;166;83;116;10;90
4616;383;183;401;14;115;10;750;157;22;278;0;205
4617;61;72;135;4;819;0;549;90;19;325;0;305
4618;787;44;745;4;308;7;358;503;3;277;3;151
4619;184;101;1028;337;0;362;1;324;49;63;1072;0
4620;1124;119;647;473;80;157;227;604;173;133;34;88
4621;23;88;327;8;182;1;177;86;31;191;13;120
4622;1346;391;1537;580;854;281;999;343;201;815;101;628
4623;629;354;895;119;93;30;715;142;134;40;25;751
4624;1684;38;450;79;16;279;173;260;26;23;122;443
4625;361;457;131;359;296;88;104;2;58;242;1;115
4626;936;33;359;427;91;357;0;229;194;23;7;7
4627;249;12;138;6;83;87;65;170;0;63;11;47
4628;598;62;720;7;206;70;220;466;7;135;2;122
4629;474;145;205;161;288;31;263;614;685;28;23;58
4630;81;4;379;8;102;11;109;217;2;77;2;200
4631;910;69;497;146;173;230;281;242;48;50;55;48
4632;193;49;1218;0;24;37;134;358;8;168;9;54
4633;222;0;197;0;63;1;801;1;0;275;97;23
4634;653;304;811;94;320;379;415;73;59;841;223;109
4635;73;91;1288;0;192;0;1072;389;0;662;0;516
4636;902;87;420;176;165;99;10;234;14;69;1;72
4637;495;131;1240;1312;32;1889;769;917;25;304;2150;253
4638;215;5;334;399;11;124;0;65;42;22;126;9
4639;170;29;97;277;132;76;360;93;82;36;130;90
4640;23;88;327;8;182;1;177;86;31;191;13;120
4641;787;487;1458;46;1618;77;204;953;95;1565;248;562
4642;946;102;408;225;443;126;189;480;200;75;192;158
4643;489;282;8;237;27;81;87;15;296;6;40;7
4644;44;79;459;0;150;3;562;176;0;270;4;103
4645;723;18;284;30;61;43;18;116;1;54;35;16
4646;110;36;335;0;137;0;38;18;4;82;0;42
4647;1477;304;327;369;295;413;674;2;36;0;41;9
4648;2048;42;879;231;164;1375;539;1010;57;398;851;86
4649;2298;506;941;493;165;1137;238;556;70;271;595;71
4650;1229;238;944;461;1795;100;406;332;117;1280;96;429
4651;162;524;1120;1186;933;7;5120;72;150;546;2233;1379
4652;1109;87;562;128;399;379;72;234;118;384;81;200
4653;426;163;593;515;46;665;153;263;261;390;646;102
4654;411;482;129;439;11;90;522;63;533;15;154;90
4655;417;288;86;747;18;67;152;46;440;25;177;33
4656;520;455;691;195;1293;346;754;125;279;518;151;782
4657;1312;1100;1830;1095;0;292;3905;145;1421;487;802;93
4658;1066;34;1127;45;161;539;110;245;31;433;68;50
4659;875;198;341;703;173;334;951;78;162;41;142;18
4660;785;20;319;23;207;238;16;600;0;38;4;251
4661;17;191;892;10;211;9;912;61;92;335;12;515
4662;456;691;939;15;1650;11;498;73;1776;376;0;575
4663;605;997;302;261;966;0;413;529;8;782;466;957
4664;1687;20;301;259;113;1583;39;116;32;204;115;18
4665;486;724;1572;15;1939;4;503;123;1730;362;0;603
4666;486;724;1572;15;1939;4;503;123;1730;362;0;603
4667;598;91;889;84;15;746;69;321;31;153;323;7
4668;50;0;325;4;117;89;0;20;0;120;0;0
4669;565;8;1359;20;4;448;48;875;1;2;7;29
4670;3060;31;292;546;354;963;661;953;62;105;1015;11
4671;598;91;889;84;15;746;69;321;31;153;323;7
4672;1066;34;1127;45;161;539;110;245;31;433;68;50
4673;3060;31;292;546;354;963;661;953;62;105;1015;11
4674;661;114;244;119;17;497;189;33;66;8;396;17
4675;352;14;1790;164;371;42;171;451;3;391;357;580
4676;605;997;302;261;966;0;413;529;8;782;466;957
4677;718;7;731;14;866;204;57;347;3;180;37;110
4678;242;6;371;7;147;5;662;223;0;195;3;289
4679;1687;20;301;259;113;1583;39;116;32;204;115;18
4680;334;583;59;308;195;1409;169;41;233;50;291;245
4681;853;106;978;161;520;281;45;428;138;320;78;485
4682;561;8;1345;20;5;448;47;873;1;1;7;27
4683;892;110;1002;170;542;291;41;457;144;336;86;522
4684;486;724;1572;15;1939;4;503;123;1730;362;0;603
4685;670;122;275;130;18;501;206;36;66;8;414;27
4686;195;487;589;21;738;19;126;18;317;562;43;420
4687;212;121;313;48;1424;4;361;17;24;915;30;1373
4688;229;101;631;1080;717;35;44;19;288;224;0;195
4689;411;94;521;133;190;38;12;704;364;93;63;145
4690;195;487;589;21;738;19;126;18;317;562;43;420
4691;456;56;808;4;264;91;173;200;61;292;3;157
4692;799;36;545;103;150;198;144;253;4;53;189;18
4693;558;905;285;238;931;0;383;516;8;734;466;925
4694;1171;537;324;176;7;154;4;148;354;296;44;224
4695;269;15;387;0;125;11;357;183;2;86;6;294
4696;485;69;1107;0;273;56;698;138;34;164;149;175
4697;420;15;397;15;13;79;278;357;0;52;30;305
4698;3742;426;713;498;711;778;293;1984;183;1369;402;162
4699;3060;31;292;546;354;963;661;953;62;105;1015;11
4700;1176;255;709;69;49;553;1149;85;4;94;451;26
4701;456;56;808;4;264;91;173;200;61;292;3;157
4702;799;36;545;103;150;198;144;253;4;53;189;18
4703;1159;13;991;10;154;88;373;499;0;265;11;37
4704;244;0;391;0;47;28;3;124;0;8;0;112
4705;346;187;930;32;201;271;31;185;268;204;5;108
4706;1825;259;1494;357;257;442;1030;991;121;145;15;156
4707;946;54;862;83;230;505;1255;848;9;690;32;716
4708;546;884;187;678;288;708;367;135;1536;60;1694;37
4709;165;1093;1131;775;169;39;1201;11;403;14;34;254
4710;404;956;1103;238;1123;93;1188;76;452;294;890;964
4711;1161;129;1118;513;25;1183;771;223;3;223;708;298
4712;405;258;815;51;644;18;1825;27;111;512;0;655
4713;1288;138;1413;6;960;37;822;318;234;2505;298;358
4714;1592;623;621;256;262;616;6;178;2;1597;223;50
4715;514;55;154;492;3;170;134;297;254;22;252;40
4716;1381;104;2282;94;937;80;332;1276;80;586;48;915
4717;663;109;1040;771;22;804;2783;496;68;221;1603;32
4718;340;43;216;0;190;168;158;67;73;277;10;105
4719;1068;167;821;25;658;239;221;1226;7;378;12;670
4720;792;43;222;139;28;240;232;269;33;43;85;37
4721;573;61;308;55;93;390;414;78;72;244;640;4
4722;340;43;216;0;190;168;158;67;73;277;10;105
4723;1080;584;493;813;205;720;40;373;539;279;450;89
4724;431;28;789;375;45;270;308;386;19;232;389;299
4725;540;17;255;29;260;309;46;670;18;248;6;197
4726;1004;56;892;32;371;107;206;981;34;283;8;513
4727;1031;75;365;191;285;386;418;423;68;328;63;115
4728;573;61;308;55;93;390;414;78;72;244;640;4
4729;1004;56;892;32;371;107;206;981;34;283;8;513
4730;663;109;1040;771;22;804;2783;496;68;221;1603;32
4731;514;55;154;492;3;170;134;297;254;22;252;40
4732;364;77;42;392;1165;213;4;8;371;350;138;434
4733;1576;132;1109;110;199;1186;732;300;38;549;559;148
4734;1277;234;1466;58;554;220;843;347;58;758;229;189
4735;521;142;1422;0;465;12;2129;504;0;900;24;242
4736;371;1340;1384;190;54;143;2245;0;296;50;433;533
4737;1434;196;171;20;235;752;298;305;7;183;46;5
4738;160;1260;676;209;29;313;1660;0;646;0;376;345
4739;656;47;887;756;7;351;2664;275;10;324;1758;236
4740;625;64;1396;98;32;764;1122;93;4;84;311;15
4741;1900;65;492;89;44;97;327;175;21;23;165;0
4742;902;322;711;612;19;273;2358;196;352;31;442;104
4743;376;540;70;446;73;18;852;0;888;7;163;125
4744;688;21;1535;737;10;205;305;711;82;7;465;61
4745;260;621;1900;191;744;0;305;24;143;1361;191;239
4746;1233;218;596;1035;14;384;980;329;650;2;846;24
4747;105;707;911;687;2;21;2054;0;395;4;459;100
4748;1203;153;388;354;268;1261;407;1988;192;1546;349;159
4749;137;549;870;352;99;64;1025;45;489;48;401;759
4750;635;684;529;688;1797;27;2551;33;635;430;660;980
4751;1346;30;904;6;172;235;674;657;17;531;50;122
4752;130;201;327;153;222;61;1013;106;124;26;126;831
4753;274;1165;376;2072;32;74;1383;12;645;186;436;615
4754;328;876;84;1778;20;194;1177;37;862;32;344;468
4755;330;46;758;241;194;115;1170;271;110;239;90;148
4756;565;348;1012;685;128;186;480;270;142;193;282;257
4757;388;935;337;313;1374;123;1560;50;649;838;272;1157
4758;607;386;882;620;569;202;323;297;245;1055;256;426
4759;596;886;235;646;416;376;508;253;879;141;589;289
4760;1006;892;596;1479;439;83;80;1;310;1230;173;17
4761;148;74;164;93;76;43;286;7;9;123;253;30
4762;1150;116;1016;270;482;454;625;413;98;221;495;298
4763;1507;80;492;128;74;528;893;327;32;68;273;639
4764;1473;6;874;139;511;1;826;147;23;42;0;392
4765;1253;266;995;184;0;902;23;5;8;1;0;2
4766;1384;332;735;98;221;151;998;140;16;1215;45;17
4767;616;133;602;30;2301;43;150;213;772;272;0;433
4768;896;2020;835;14;2764;4;2109;23;99;330;2;709
4769;996;60;603;32;81;107;694;1039;16;65;107;68
4770;155;229;408;94;167;7;248;2;47;173;7;196
4771;1201;4;2489;50;67;244;511;642;3;162;7;40
4772;438;8;452;6;52;80;0;60;0;281;4;39
4773;380;346;381;372;12;11;1011;9;295;14;233;175
4774;10;97;293;45;0;84;291;0;151;0;39;79
4775;336;222;814;1009;89;162;859;5;376;25;546;562
4776;125;207;275;77;141;1;430;3;118;0;19;214
4777;510;33;176;20;7;94;2;285;0;11;9;13
4778;168;177;107;60;188;35;40;26;252;21;41;52
4779;501;4;333;6;125;12;0;238;0;6;0;194
4780;1676;6;1269;0;532;1001;512;666;0;816;51;303
4781;932;7;352;2;55;229;431;288;18;92;22;42
4782;2208;209;914;974;2;715;583;1569;602;0;786;35
4783;8;170;78;47;250;5;379;0;150;0;224;146
4784;14;4;726;0;0;0;153;329;0;302;0;483
4785;679;442;885;383;0;419;1248;26;492;913;392;62
4786;254;37;739;18;4;186;240;45;2;267;53;4
4787;199;612;628;796;110;917;1754;32;461;0;141;1381
4788;305;165;220;261;21;283;61;117;59;73;242;8
4789;72;18;244;8;104;15;6;39;0;300;2;35
4790;334;840;402;1999;930;241;933;232;203;18;803;324
4791;101;3;191;0;55;237;5;165;0;455;0;44
4792;52;81;69;37;40;1;48;3;25;11;2;24
4793;160;562;642;18;236;48;1084;2;215;2492;6;294
4794;579;494;49;80;15;91;40;255;521;1;113;37
4795;259;223;413;0;38;33;36;72;0;1239;0;115
4796;155;377;555;0;770;10;92;229;273;318;0;110
4797;369;194;651;12;71;240;32;283;101;124;197;113
4798;111;0;44;0;75;32;2;34;0;34;0;12
4799;506;121;383;108;33;341;117;390;61;176;279;168
4800;1928;26;1097;31;47;1100;781;505;29;272;10;432
4801;48;827;348;75;337;26;227;41;141;202;494;120
4802;213;299;1054;22;464;52;1041;432;22;693;12;539
4803;199;933;550;556;1099;0;940;29;308;557;99;1031
4804;809;22;227;61;228;54;10;146;23;23;32;51
4805;671;357;322;582;118;445;611;112;880;0;285;56
4806;643;57;416;16;180;294;120;224;16;199;85;84
4807;38;68;329;7;52;29;28;38;0;128;15;215
4808;151;58;81;12;163;17;37;54;0;57;0;293
4809;375;44;219;34;181;319;11;110;13;168;17;128
4810;517;10;45;10;65;43;1;53;26;12;20;0
4811;108;47;58;33;32;61;23;71;11;15;13;14
4812;111;38;177;0;143;25;29;24;4;60;0;13
4813;30;11;28;14;41;8;4;22;3;28;0;11
4814;241;41;218;0;26;33;0;89;2;41;9;176
4815;1353;129;701;19;2397;164;196;383;153;498;42;660
4816;2692;2512;2738;832;2297;1000;1799;1627;828;2393;550;1949
4817;1035;478;1040;228;404;258;496;302;308;488;82;932
4818;15;17;12;6;12;1;6;2;0;3;0;0
4819;157;0;142;0;64;14;23;55;0;58;0;36
4820;52;27;30;4;31;11;1;28;0;49;0;7
4821;181;7;160;0;34;0;0;49;0;61;0;12
4822;135;4;57;11;33;60;0;97;10;28;7;2
4823;390;27;325;0;284;218;8;59;0;77;111;202
4824;205;12;131;28;106;39;31;63;0;106;3;18
4825;64;29;32;33;9;32;10;23;23;19;18;7
4826;401;180;502;394;478;85;995;99;88;167;69;690
4827;52;27;30;4;31;11;1;28;0;49;0;7
4828;375;44;219;34;181;319;11;110;13;168;17;128
4829;60;57;41;10;41;15;8;33;11;27;1;84
4830;96;68;65;67;225;16;61;39;11;16;2;188
4831;480;422;220;155;263;197;397;79;23;283;42;397
4832;946;162;1293;158;376;187;83;227;68;741;9;311
4833;560;46;508;0;0;1253;554;87;0;135;174;0
4834;775;12;388;25;44;373;464;139;0;106;326;0
4835;304;16;209;66;0;308;192;13;0;119;271;0
4836;1680;190;1682;86;588;120;619;828;6;365;9;619
4837;478;14;457;0;55;133;222;128;0;78;17;13
4838;662;0;91;0;0;473;0;509;0;102;46;0
4839;435;54;659;13;276;48;513;387;7;509;18;480
4840;228;49;311;0;140;42;414;624;0;72;2;90
4841;98;44;11;116;0;43;8;6;10;0;191;6
4842;892;127;566;294;74;1267;442;296;11;620;261;183
4843;274;687;539;509;1012;15;1133;108;444;489;98;1433
4844;414;182;453;45;476;272;99;71;94;205;1;288
4845;1486;73;1548;126;168;222;600;397;1;183;166;57
4846;410;183;450;45;471;274;97;73;94;204;3;286
4847;581;59;489;292;199;771;7;341;99;244;345;5
4848;123;328;181;274;151;79;417;68;398;8;537;331
4849;200;469;467;253;1904;19;771;39;433;960;22;1872
4850;925;139;271;15;103;637;236;499;86;112;280;27
4851;134;65;405;948;54;22;118;227;77;128;81;110
4852;551;93;384;185;87;476;29;315;207;237;274;21
4853;2734;921;893;115;999;1517;883;1165;1068;716;237;169
4854;199;1;242;0;13;16;13;88;0;28;158;1
4855;537;2;49;50;6;72;1;64;0;0;9;0
4856;195;426;370;423;123;233;791;108;665;35;638;1066
4857;366;533;802;383;128;225;590;205;215;221;241;540
4858;2327;600;1196;105;1033;1148;1012;1065;388;649;222;201
4859;88;5;57;28;10;34;0;107;0;1;41;11
4860;1313;692;49;14;262;221;56;85;113;317;0;8
4861;204;212;238;29;138;32;413;36;13;173;40;120
4862;46;168;572;4;474;0;728;17;68;692;12;310
4863;408;298;860;130;605;21;1056;291;74;678;53;325
4864;93;548;113;1178;28;14;1807;5;573;0;300;723
4865;109;338;257;75;771;0;621;72;905;14;29;286
4866;1100;21;517;11;143;113;0;49;51;174;55;61
4867;1269;14;2804;58;530;14;326;820;0;352;1509;315
4868;589;155;2518;440;45;69;132;493;38;284;185;141
4869;60;428;1395;0;913;4;569;317;126;1272;0;405
4870;888;72;578;74;578;62;36;244;14;268;747;215
4871;13;154;524;20;101;16;36;5;17;1604;5;75
4872;694;170;1418;253;410;106;80;280;3;2566;2;305
4873;396;14;237;135;216;24;366;1;19;81;0;226
4874;162;43;134;3;47;62;251;6;0;18;122;129
4875;373;12;413;11;118;0;183;166;1;59;0;150
4876;286;997;1300;676;1910;56;1619;153;566;1640;666;1826
4877;1596;166;2122;379;1331;1003;592;1670;92;2581;70;501
4878;705;469;189;676;139;405;1608;206;617;59;532;93
4879;79;346;3099;336;546;93;1487;558;90;1649;527;291
4880;687;477;527;194;2033;49;1840;192;314;1317;222;1371
4881;89;7;302;0;89;10;190;132;0;78;0;107
4882;777;172;1132;293;444;13;1317;359;24;528;47;260
4883;546;551;362;1032;0;426;468;115;808;18;609;63
4884;728;711;193;1087;165;495;1918;241;728;70;696;78
4885;3087;247;2395;29;1272;148;1757;1607;13;1132;372;659
4886;2271;50;230;316;251;252;21;145;520;171;124;163
4887;110;184;432;198;181;13;227;203;6;71;114;421
4888;921;383;440;62;177;92;120;296;16;19;352;188
4889;841;188;799;53;65;254;201;105;10;304;49;61
4890;261;328;196;14;781;99;29;150;65;198;48;72
4891;1638;50;796;262;788;449;218;364;42;136;191;423
4892;844;20;886;90;72;602;70;99;53;411;22;37
4893;665;6;397;23;220;36;25;102;0;113;43;9
4894;1638;50;796;262;788;449;218;364;42;136;191;423
4895;645;70;167;46;258;52;14;71;21;75;13;10
4896;937;26;185;54;255;207;81;112;7;59;677;41
4897;311;124;215;10;123;96;563;51;24;162;23;86
4898;297;107;208;55;602;56;23;253;47;298;101;105
4899;638;250;1602;211;222;157;236;408;50;217;342;88
4900;1028;74;1233;300;514;325;597;397;31;284;37;823
4901;81;587;16;324;20;6;128;4;201;19;0;71
4902;71;396;402;6;741;0;212;61;63;167;7;166
4903;743;82;610;34;316;96;278;421;1;150;66;366
4904;844;20;886;90;72;602;70;99;53;411;22;37
4905;727;68;305;26;254;98;11;129;33;76;20;44
4906;1028;74;1233;300;514;325;597;397;31;284;37;823
4907;250;424;100;30;1462;82;125;189;80;25;71;139
4908;251;135;339;89;1177;16;73;221;426;114;116;261
4909;1535;12;608;47;337;85;33;189;23;64;63;66
4910;1144;228;1514;180;186;533;350;459;49;282;1343;197
4911;1638;50;796;262;788;449;218;364;42;136;191;423
4912;601;10;423;351;588;44;318;87;35;266;572;214
4913;1269;80;953;665;564;444;36;275;166;401;22;609
4914;193;288;726;47;458;14;521;408;14;502;59;966
4915;52;53;536;0;28;233;88;180;0;235;115;162
4916;104;66;44;469;1710;274;29;506;0;14;468;674
4917;2;152;187;67;14;9;46;62;0;317;136;40
4918;279;257;1;52;0;37;2;2;52;0;18;1
4919;465;22;140;28;246;136;55;723;11;52;111;295
4920;93;33;815;1;184;19;68;129;54;95;103;53
4921;69;264;105;38;147;6;334;17;42;26;3;158
4922;376;371;458;141;340;354;65;267;311;218;321;200
4923;675;11;291;129;69;55;19;30;11;21;12;5
4924;540;15;211;130;239;37;310;109;363;17;42;10
4925;56;270;102;38;145;0;334;0;44;19;3;164
4926;414;380;580;140;370;531;68;418;312;252;361;222
4927;196;2;1498;63;136;73;149;297;2;108;385;198
4928;26;0;112;0;108;13;35;16;14;207;0;36
4929;123;128;1218;2;318;14;296;69;11;306;11;180
4930;465;22;140;28;246;136;55;723;11;52;111;295
4931;82;28;852;2;210;24;70;114;28;79;103;55
4932;192;6;55;0;56;92;0;85;0;20;12;18
4933;905;115;1352;159;88;13;1187;98;146;461;42;36
4934;1010;63;1378;27;1022;67;402;658;11;545;66;615
4935;791;89;372;97;158;540;6;487;24;113;113;170
4936;203;25;140;22;61;92;84;192;76;12;32;0
4937;122;128;1218;2;318;14;296;69;11;306;12;180
4938;422;338;416;96;40;290;1;121;29;41;361;8
4939;501;22;152;28;229;147;54;790;11;47;103;288
4940;375;277;118;805;0;51;245;59;121;2;824;8
4941;35;65;1367;6;201;33;351;186;4;691;1;116
4942;439;6;404;0;428;164;25;370;0;695;8;164
4943;715;193;1680;4;368;501;198;205;4;573;30;1188
4944;2616;760;1210;1677;527;1811;388;848;667;359;1385;372
4945;1606;178;1498;151;1001;467;403;910;208;722;152;575
4946;648;7;682;0;773;150;216;579;0;391;0;374
4947;475;85;255;67;109;401;132;82;15;130;213;97
4948;276;82;185;213;15;173;49;212;100;59;136;19
4949;1379;1466;963;309;1299;259;2461;252;811;1362;162;967
4950;3276;336;2591;1141;2055;1788;238;1630;310;2508;1171;1028
4951;278;198;376;256;152;266;148;273;104;147;808;112
4952;4214;794;1978;214;2502;735;1355;1243;363;1699;296;1191
4953;3100;874;1482;1066;3244;423;1356;852;382;1371;421;1468
4954;974;8;767;4;330;10;712;661;2;167;24;237
4955;233;80;1149;35;168;0;1290;22;392;61;8;300
4956;445;743;443;55;1879;7;423;190;113;963;17;909
4957;234;18;1013;0;35;39;211;280;0;228;8;52
4958;1526;472;715;38;463;328;40;294;35;290;94;88
4959;251;167;882;90;33;46;0;19;8;68;75;17
4960;253;156;149;448;144;48;168;37;286;106;104;216
